Timestamp,Demand_Forecast_kW,Solar_Forecast_kW,Solar_Used_kW,Bat_Charge_kW,Bat_Discharge_kW,Grid_Import_kW,Grid_Export_kW,Scheduled_SOC_kWh
2026-06-14 05:30:00,20.59226967791495,0.0,0.0,0.0,20.59226967791495,0.0,0.0,228.32392665482638
2026-06-14 06:30:00,22.282746769297383,1.513212272551055,1.513212272551055,0.0,20.769534496746328,0.0,0.0,206.46125876351445
2026-06-14 07:30:00,25.37082478029177,16.271052786967903,16.271052786967903,0.0,9.099771993323866,0.0,0.0,196.8825514021209
2026-06-14 08:30:00,29.799041885966,37.78950873640689,37.78950873640689,7.990466850440889,0.0,0.0,0.0,204.47349491003973
2026-06-14 09:30:00,35.80211012165111,53.23818803317611,53.23818803317611,17.436077911524997,0.0,0.0,0.0,221.03776892598847
2026-06-14 10:30:00,43.3144678701394,66.06060905187688,66.06060905187688,22.746141181737478,0.0,0.0,0.0,242.64660304863907
2026-06-14 11:30:00,51.61020147710888,79.63719177280434,79.63719177280434,28.026990295695462,0.0,0.0,0.0,269.2722438295498
2026-06-14 12:30:00,59.58496502071742,81.9720254274454,81.9720254274454,22.387060406727983,0.0,0.0,0.0,290.53995121594136
2026-06-14 13:30:00,66.42639058244428,79.8077203903702,79.8077203903702,13.381329807925923,0.0,0.0,0.0,303.252214533471
2026-06-14 14:30:00,72.00675284085827,62.51993785271177,62.51993785271177,0.0,9.486814988146499,0.0,0.0,293.26609349331676
2026-06-14 15:30:00,76.59788185577091,54.32717532543271,54.32717532543271,0.0,22.270706530338195,0.0,0.0,269.82324451401337
2026-06-14 16:30:00,80.19511251501078,38.03417894050641,38.03417894050641,0.0,42.16093357450437,0.0,0.0,225.44331443558772
2026-06-14 17:30:00,82.15257535407044,14.832870649791074,14.832870649791074,0.0,67.31970470427936,0.0,0.0,154.58046737845154
2026-06-14 18:30:00,81.5455575321005,5.576841232588308,5.576841232588308,0.0,75.9687162995122,0.0,0.0,74.61339758949134
2026-06-14 19:30:00,77.95675232421421,0.0,0.0,0.0,23.382727710016773,54.574024614197434,0.0,50.0
2026-06-14 20:30:00,71.94234593819996,0.0,0.0,0.0,0.0,71.94234593819996,0.0,50.0
2026-06-14 21:30:00,64.7168741713949,0.0,0.0,0.0,0.0,64.7168741713949,0.0,50.0
2026-06-14 22:30:00,57.33560069025696,0.0,0.0,0.0,0.0,57.33560069025696,0.0,50.0
2026-06-14 23:30:00,50.12827084640095,0.0,0.0,0.0,0.0,50.12827084640095,0.0,50.0
2026-06-15 00:30:00,42.88395811533795,0.0,0.0,0.0,0.0,42.88395811533795,0.0,50.0
2026-06-15 01:30:00,35.554844196921046,0.0,0.0,0.0,0.0,35.554844196921046,0.0,50.0
2026-06-15 02:30:00,28.755220382805412,0.0,0.0,0.0,0.0,28.755220382805412,0.0,50.0
2026-06-15 03:30:00,23.555656367035382,0.0,0.0,0.0,0.0,23.555656367035382,0.0,50.0
2026-06-15 04:30:00,20.777685306024853,0.0,0.0,0.0,0.0,20.777685306024853,0.0,50.0
